file name,rx,ry,rz
image_00000.png,0.045069040796341005,-0.19077401913197176,-0.3815418864548276
image_00001.png,0.10429265678856219,0.3446538791446586,-0.19099439632213883
image_00002.png,0.155723011319902,-0.09134356857365886,-0.20583426115960363
image_00003.png,0.17206632207457417,0.0487323825604912,0.36961402531256116
image_00004.png,0.20598530097913692,0.1844298271205494,-0.5397159051944729
image_00005.png,0.09878403222122989,0.3297362627864746,-0.24481582255274736
image_00006.png,0.17824571103756046,0.27453272991211847,-0.23662428978023672
image_00007.png,0.04486298962071033,-0.28571566041363194,-0.1351766173999668
image_00008.png,0.10024546752676276,0.3429054469685701,-0.11111296119613441
image_00009.png,-0.24106603939502586,-0.34012647350575376,0.015443452680795248
image_00010.png,-0.01826318040429039,0.06729490200595988,0.26582631386257977
image_00011.png,0.4111661891432497,0.28745136043266084,-0.4300822838595473
image_00012.png,0.184432792046682,0.16478671781119641,0.17644702801744594
image_00013.png,0.2845899893158778,0.3364251853462472,-0.039978215702056064
image_00014.png,0.09893739727841482,-0.2724298369332178,0.1921489080057171
image_00015.png,0.060612696199424,0.0801296979741784,0.40571222071544566
image_00016.png,-0.17614972760062209,0.16918264641989178,0.0018531301124998806
image_00017.png,-0.10381805661059326,0.11937656142000165,0.39480086190875774
image_00018.png,-0.25892231049170306,0.5022168337638935,0.49115896166470996
image_00019.png,0.2464328019188386,-0.12270003097906258,-0.356396244694009
image_00020.png,0.48170178665393815,-0.4061977556278322,0.5321902158720024
image_00021.png,0.22553739982781612,-0.03687289527504447,-0.7997616803615104
image_00022.png,0.47091374788246504,-0.5099359199645601,0.3507372569911089
image_00023.png,-0.29353337129673274,0.2713656352622512,0.5317895484218786
image_00024.png,0.14716005568123122,0.1547952846626808,0.1757439418530136
image_00025.png,0.0022753047864495154,-0.05777313325791194,-0.1587773881489188
image_00026.png,0.05151622741121044,0.4964937425648127,-0.14569116403178703
image_00027.png,-0.06979075309592139,-0.06913236495035914,0.360904528411852
image_00028.png,0.29603985351897966,-0.3350399922504954,0.2133586531765985
image_00029.png,0.2141149081925521,-0.04482753843678086,-0.21750415820109908
image_00030.png,0.001098013640596189,-0.0375497207373302,0.29771633582814516
image_00031.png,0.12950936184407852,0.24558913477896488,-0.0801157229130913
image_00032.png,-0.03837716066308342,-0.2136008270687015,-0.06754480898489851
image_00033.png,-0.12153977885547324,-0.10188838746146188,-0.27329160624043847
image_00034.png,-0.18646958207747846,0.09276994503196334,-0.290796893033128
image_00035.png,0.07273760086605455,0.21123091559257323,-0.06381286933456146
image_00036.png,-0.19824123386938866,0.3039705603970793,0.37758383178174826
